DIA_TRANSPORTE,"NOMBRE_EMPRESA","LINEA","AMBA","TIPO_TRANSPORTE","JURISDICCION","PROVINCIA","MUNICIPIO",CANTIDAD,"DATO_PRELIMINAR"
2026-02-16,"AUTOBUSES SANTA FE S.R.L","LINEA_014_SFE","NO","COLECTIVO","MUNICIPAL","SANTA FE","SANTA FE",700,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_015_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",1185,"SI"
2026-02-16,"EMPR.TRANSP AUTOMOTOR DE PASAJEROS GRAL SAVIO SRL","LINEA_015_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",635,"SI"
2026-02-16,"ERSA URBANO SA","LINEA_015_SFE","NO","COLECTIVO","MUNICIPAL","SANTA FE","SANTA FE",1694,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_016_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",671,"SI"
2026-02-16,"EMPRESA RECREO S R L","LINEA_016_SFE","NO","COLECTIVO","MUNICIPAL","SANTA FE","SANTA FE",1102,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_017_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",1390,"SI"
2026-02-16,"COOPERATIVA DE TRABAJO UNION BUS LIMITADA","LINEA_018_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",594,"SI"
2026-02-16,"EMPRESA RECREO S R L","LINEA_018_SFE","NO","COLECTIVO","MUNICIPAL","SANTA FE","SANTA FE",2082,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_019_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",628,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_020_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",5878,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_020_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",2455,"SI"
2026-02-16,"EMPRESA MAYO SRL","LINEA_020_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",128,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_021_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",994,"SI"
2026-02-16,"TRANSPORTES AUTOMOTORES COLON SRL","LINEA_021_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",607,"SI"
2026-02-16,"AUTOBUSES SANTA FE S.R.L","LINEA_022_SFE","NO","COLECTIVO","MUNICIPAL","SANTA FE","SANTA FE",796,"SI"
2026-02-16,"TRANSPORTE SAN JORGE S.A.","LINEA_023_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",454,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_024_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",257,"SI"
2026-02-16,"EMPR.TRANSP AUTOMOTOR DE PASAJEROS GRAL SAVIO SRL","LINEA_025C_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",157,"SI"
2026-02-16,"TRANSPORTES AUTOMOTORES COLON SRL","LINEA_027_JU","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",563,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_029_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",328,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_02_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",1430,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_030_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",2991,"SI"
2026-02-16,"TRANSPORTES AUTOMOTORES COLON SRL","LINEA_032_JU","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",976,"SI"
2026-02-16,"COOPERATIVA DE TRABAJO UNION BUS LIMITADA","LINEA_033_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",1029,"SI"
2026-02-16,"TRANSPORTES AUTOMOTORES COLON SRL","LINEA_034_JU","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",492,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_035_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",1261,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_036_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",646,"SI"
2026-02-16,"TRANSPORTES AUTOMOTORES COLON SRL","LINEA_037_JU","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",364,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_038_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",1413,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_039_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",743,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_040_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",621,"SI"
2026-02-16,"TRANSPORTES AUTOMOTORES COLON SRL","LINEA_040_JU","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",515,"SI"
2026-02-16,"EMPRESA DE TRANSPORTES ALBARDON SRL","LINEA_040_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",323,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_041_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",308,"SI"
2026-02-16,"TRANSPORTE SAN JORGE S.A.","LINEA_041_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",249,"SI"
2026-02-16,"EL URBANO SRL","LINEA_042_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",648,"SI"
2026-02-16,"EL URBANO SRL","LINEA_043_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",204,"SI"
2026-02-16,"TRANSPORTE SAN JORGE S.A.","LINEA_045_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",193,"SI"
2026-02-16,"TRANSPORTE SAN CAYETANO S.R.L.","LINEA_045_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",66,"SI"
2026-02-16,"TRANSPORTE SAN CAYETANO S.R.L.","LINEA_045A_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",140,"SI"
2026-02-16,"EL URBANO SRL","LINEA_047_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",2894,"SI"
2026-02-16,"EL URBANO SRL","LINEA_048I_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",2734,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_049_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",3179,"SI"
2026-02-16,"EMPR.TRANSP AUTOMOTOR DE PASAJEROS GRAL SAVIO SRL","LINEA_049_PAL_PROV","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",1722,"SI"
2026-02-16,"EMPR.TRANSP AUTOMOTOR DE PASAJEROS GRAL SAVIO SRL","LINEA_049A_PAL_PROV","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",2924,"SI"
2026-02-16,"EMPR.TRANSP AUTOMOTOR DE PASAJEROS GRAL SAVIO SRL","LINEA_049B_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",334,"SI"
2026-02-16,"EMPR.TRANSP AUTOMOTOR DE PASAJEROS GRAL SAVIO SRL","LINEA_049F_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",505,"SI"
2026-02-16,"TRANSPORTE AUTOMOTOR DE PASAJEROS FIGUEROA S.A.","LINEA_050","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",130,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_050_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",4209,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_052_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",1748,"SI"
2026-02-16,"EMPR.TRANSP AUTOMOTOR DE PASAJEROS GRAL SAVIO SRL","LINEA_052_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",880,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_055_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",201,"SI"
2026-02-16,"TRANSPORTE FUTURO SRL","LINEA_06","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",124,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_060_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",1935,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_061_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",1264,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_06_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",809,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_070_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",98,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_072_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",350,"SI"
2026-02-16,"TRANSPORTE AUTOMOTOR DE PASAJEROS FIGUEROA S.A.","LINEA_08","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",667,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_080_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",313,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_081_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",1894,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_082_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",254,"SI"
2026-02-16,"EMPRESA DE TRANSPORTE AMANCAY SRL","LINEA_084_BRC","NO","COLECTIVO","MUNICIPAL","RÍO NEGRO","SAN CARLOS DE BARILOCHE",648,"SI"
2026-02-16,"SANTA ANA SRL","LINEA_08_JUJ","NO","COLECTIVO","MUNICIPAL","JUJUY","SAN SALVADOR DE JUJUY",1911,"SI"
2026-02-16,"TRANSPORTE SAN CAYETANO S.R.L.","LINEA_08_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",280,"SI"
2026-02-16,"TRANSPORTE SAN CAYETANO S.R.L.","LINEA_08A_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",45,"SI"
2026-02-16,"TRANSPORTE SAN CAYETANO S.R.L.","LINEA_08B_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",16,"SI"
2026-02-16,"TRANSPORTE AUTOMOTOR DE PASAJEROS FIGUEROA S.A.","LINEA_09","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",573,"SI"
2026-02-16,"TRANSPORTE FUTURO SRL","LINEA_09","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",1198,"SI"
2026-02-16,"TRANSPORTE SAN CAYETANO S.R.L.","LINEA_09_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",96,"SI"
2026-02-16,"TRANSPORTE SAN CAYETANO S.R.L.","LINEA_09C_PAL","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",357,"SI"
2026-02-16,"AUTOTRANSPORTE CEFERINO S.R.L","LINEA_1","NO","COLECTIVO","MUNICIPAL","CHUBUT","RAWSON",279,"SI"
2026-02-16,"AMERICA TRANSPORTE AUTOMOTOR S.R.L. - AZUL S.A. T.A. - UTE.","LINEA_100_SFE","NO","COLECTIVO","PROVINCIAL","SANTA FE","SN",1402,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_100_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",383,"SI"
2026-02-16,"COOPERATIVA DE TRABAJO DE TRANSPORTE SAN FERNANDO LTDA","LINEA_101","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",217,"SI"
2026-02-16,"ERSA URBANO S.A UNION TRANSITORIA","LINEA_101","NO","COLECTIVO","PROVINCIAL","CHACO","SN",172,"SI"
2026-02-16,"MIRAMAR ESTRELLA U.T.","LINEA_101_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",609,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_101_NEGRA","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1366,"SI"
2026-02-16,"AMERICA TRANSPORTE AUTOMOTOR S.R.L. - AZUL S.A. T.A. - UTE.","LINEA_101_SFE","NO","COLECTIVO","PROVINCIAL","SANTA FE","SN",342,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_101_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",413,"SI"
2026-02-16,"COOPERATIVA DE TRABAJO DE TRANSPORTE SAN FERNANDO LTDA","LINEA_102","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",143,"SI"
2026-02-16,"ERSA URBANO SA","LINEA_102_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",1499,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_102_ROJA","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",908,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_102_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",318,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_102NEGRA_144NEGRA","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1362,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_103","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",4457,"SI"
2026-02-16,"LINEAS G.M. SRL","LINEA_103_CAT","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",207,"SI"
2026-02-16,"ERSA URBANO SA","LINEA_103_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",2163,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_103_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",72,"SI"
2026-02-16,"EL NENE SRL","LINEA_104_CAT","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",1098,"SI"
2026-02-16,"ATACO NORTE S.A.C.I-NAVARRO HNOS S.R.L-U.T.E","LINEA_104_CHA","NO","COLECTIVO","PROVINCIAL","CHACO","SN",484,"SI"
2026-02-16,"TRANSPORTE SAN LORENZO S.A UNION TRANSITORIA","LINEA_104_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",872,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_104_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",316,"SI"
2026-02-16,"LINEAS G.M. SRL","LINEA_105_CAT","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",298,"SI"
2026-02-16,"ERSA URBANO SA","LINEA_105_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",1454,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_106","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",299,"SI"
2026-02-16,"ERSA URBANO S.A UNION TRANSITORIA","LINEA_106","NO","COLECTIVO","PROVINCIAL","CHACO","SN",999,"SI"
2026-02-16,"LA RUBI SRL","LINEA_106_CAT","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",552,"SI"
2026-02-16,"ERSA URBANO SA","LINEA_106_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",1550,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_107","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",3792,"SI"
2026-02-16,"ERSA URBANO S.A UNION TRANSITORIA","LINEA_107","NO","COLECTIVO","PROVINCIAL","CHACO","SN",717,"SI"
2026-02-16,"25 DE AGOSTO SRL","LINEA_108_CAT","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",1940,"SI"
2026-02-16,"TRANSPORTE SAN LORENZO S.A UNION TRANSITORIA","LINEA_108_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",1130,"SI"
2026-02-16,"COOPERATIVA DE TRABAJO DE TRANSPORTE SAN FERNANDO LTDA","LINEA_109","NO","COLECTIVO","PROVINCIAL","CATAMARCA","SN",1166,"SI"
2026-02-16,"ERSA URBANO SA","LINEA_109_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",1449,"SI"
2026-02-16,"EMPRESA KOKO S.R.L","LINEA_10_NQN","NO","COLECTIVO","MUNICIPAL","NEUQUÉN","NEUQUEN",288,"SI"
2026-02-16,"COOPERATIVA DE TRABAJO PALBUS 2000 LIMITADA","LINEA_10A_JUJUY","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",3147,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_110","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",4775,"SI"
2026-02-16,"ATACO NORTE S.A.C.I-NAVARRO HNOS S.R.L-U.T.E","LINEA_110_CHA","NO","COLECTIVO","PROVINCIAL","CHACO","SN",1673,"SI"
2026-02-16,"MIRAMAR ESTRELLA U.T.","LINEA_110_CORR","NO","COLECTIVO","MUNICIPAL","CORRIENTES","CORRIENTES",2242,"SI"
2026-02-16,"TIRO FEDERAL RESISTENCIA SRL- LA CORDIAL SRL- MICROBUS SRL. U.T.E","LINEA_111","NO","COLECTIVO","PROVINCIAL","CHACO","SN",584,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_112","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",731,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_113","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",2135,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_115","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1307,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_115_AEROPUERTO","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",325,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_116","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1303,"SI"
2026-02-16,"EXPRESO TIGRE-IGUAZU SA","LINEA_11_NQN","NO","COLECTIVO","MUNICIPAL","NEUQUÉN","NEUQUEN",1908,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_120","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",507,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_120_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",805,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_121","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",417,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_121_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",714,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_122","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",3882,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_122_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",583,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_123","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",892,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_123_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",732,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_124_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",359,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_125_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",470,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_126","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",494,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_126_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",911,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_127","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1131,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_128","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1586,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_128_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",234,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_129","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",978,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_129_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",240,"SI"
2026-02-16,"EMPRESA KOKO S.R.L","LINEA_12_NQN","NO","COLECTIVO","MUNICIPAL","NEUQUÉN","NEUQUEN",2345,"SI"
2026-02-16,"EMPR.TRANSP AUTOMOTOR DE PASAJEROS GRAL SAVIO SRL","LINEA_12L_PAL","NO","COLECTIVO","MUNICIPAL","JUJUY","PALPALA",295,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_130","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",940,"SI"
2026-02-16,"U.T.E EMPRESA DE TRANSPORTE DE PASAJEROS LA MARINA SA- LA POSITIVA SA","LINEA_130_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",222,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_131","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",2316,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_132","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",915,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_133NEGRA_125","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",729,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_133VERDE_125","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",995,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_134","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",794,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_135","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",572,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_138_139","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1786,"SI"
2026-02-16,"EMPRESA KOKO S.R.L","LINEA_13_NQN","NO","COLECTIVO","MUNICIPAL","NEUQUÉN","NEUQUEN",889,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_140","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1905,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_141","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1038,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_142","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",4401,"SI"
2026-02-16,"TRANSPORTE LIBERTADOR SRL","LINEA_142_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",251,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_143NEGRA_136_137","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1140,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_143ROJA_136_137","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1066,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_145CABIN_9_133","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1974,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_145SOLDINI_133","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",1549,"SI"
2026-02-16,"ROSARIO BUS  S.A","LINEA_146","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",2044,"SI"
2026-02-16,"EMPRESA KOKO S.R.L","LINEA_14_NQN","NO","COLECTIVO","MUNICIPAL","NEUQUÉN","NEUQUEN",776,"SI"
2026-02-16,"TRANSPORTE SAN JOSE S.A.","LINEA_15","NO","COLECTIVO","PROVINCIAL","JUJUY","SN",878,"SI"
2026-02-16,"MOVI ROSARIO S.A.U","LINEA_153","NO","COLECTIVO","MUNICIPAL","SANTA FE","ROSARIO",2585,"SI"
2026-02-16,"EMPRESA KOKO S.R.L","LINEA_15_NQN","NO","COLECTIVO","MUNICIPAL","NEUQUÉN","NEUQUEN",500,"SI"
2026-02-16,"TRANSPORTE LIBERTADOR SRL","LINEA_160_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",145,"SI"
2026-02-16,"TRANSPORTE LIBERTADOR SRL","LINEA_162_SJUAN","NO","COLECTIVO","PROVINCIAL","SAN JUAN","SN",69,"SI"
2026-02-16,"GENERAL TOMAS GUIDO S.A.C.I.F.","LINEA_164_AMBA","SI","COLECTIVO","NACIONAL","JN","SD",5954,"SI"
